time,trade,size,ask,os,bid,bs
111810,3434.200000,1,3434.200000,13,3434.000000,18
111813,3434.000000,1,3434.200000,20,3434.000000,17
111814,3434.000000,1,3434.200000,20,3434.000000,16
111814,3434.000000,5,3434.200000,20,3434.000000,11
111815,3434.000000,11,3434.000000,2,3433.800000,3
111816,3434.000000,1,3434.000000,1,3433.800000,3
111817,3433.800000,3,3434.000000,1,3433.600000,13
111818,3433.600000,5,3433.800000,3,3433.600000,9
111822,3433.800000,2,3433.800000,1,3433.600000,10
111823,3433.800000,2,3434.000000,3,3433.600000,7
111825,3433.600000,1,3433.800000,4,3433.600000,7
111825,3433.800000,4,3434.000000,3,3433.800000,7
111826,3433.800000,1,3434.000000,3,3433.800000,6
111828,3433.800000,2,3434.000000,5,3433.800000,4
111829,3433.800000,4,3433.800000,1,3433.600000,8
111830,3433.800000,1,3434.000000,7,3433.600000,8
111831,3434.000000,1,3434.000000,6,3433.800000,1
111832,3433.800000,2,3434.000000,5,3433.600000,8
111835,3434.000000,1,3434.000000,6,3433.800000,13
111837,3434.000000,4,3434.000000,2,3433.800000,25
111838,3434.000000,2,3434.200000,8,3433.800000,26
111841,3434.000000,1,3434.200000,5,3433.800000,26
111844,3434.000000,1,3434.200000,5,3433.800000,26
111845,3434.200000,1,3434.200000,5,3434.000000,1
111848,3434.200000,1,3434.200000,3,3434.000000,5
111852,3434.200000,1,3434.200000,2,3434.000000,24
111854,3434.200000,1,3434.200000,1,3434.000000,24
111855,3434.200000,1,3434.400000,15,3434.200000,5
111858,3434.400000,1,3434.400000,15,3434.200000,10
111858,3434.400000,2,3434.400000,14,3434.200000,10
111900,3434.800000,30,3434.800000,7,3434.200000,10
111901,3434.800000,1,3434.800000,6,3434.400000,8
111903,3434.600000,1,3434.800000,6,3434.600000,2
111904,3434.600000,2,3434.600000,3,3434.400000,10
111905,3434.600000,3,3434.800000,7,3434.400000,8
111906,3434.800000,4,3434.800000,4,3434.400000,8
111908,3434.800000,1,3434.800000,5,3434.600000,1
111915,3434.600000,1,3434.800000,10,3434.600000,7
111916,3434.800000,1,3434.800000,9,3434.600000,7
111918,3434.800000,1,3434.800000,8,3434.600000,7
